,Capital empleado con goodwill,194.63000000000005,212.10000000000005,385.7,584.5,831.5000000000001,1080.5,1264.2,1412.3,1610.0220000000002,1835.4250800000004,2092.3845912000006,2385.318433968,2719.2630147235204,,
,Capital empleado sin goodwill,60.38000000000002,23.430000000000025,73.30000000000003,112.00000000000004,222.79999999999993,349.2,277,390.29999999999995,444.94200000000023,507.2338800000001,578.2466232000002,659.2011504480004,751.4893115107205,,
,,,,,,,,,,,,,,,,
,ROE ( net income / equity ),0.2996048546429579,0.1725910064239829,0.22802850356294535,0.244469525959368,0.15969478130535494,0.11375291375291374,0.06425060020578484,0.06976826608505998,0.08625841386831122,0.08625841386831119,0.08625841386831119,0.08625841386831119,0.0862584138683112,,
,ROCE sin goodwill (EBIT / Capital empleado),1.1606492215965547,2.593683311993169,1.4283765347885398,1.2937499999999995,0.7616696588868943,0.422680412371134,0.45342960288808665,0.34813604919292856,0.3499770922708184,0.34997709227081847,0.34997709227081847,0.3499770922708184,0.34997709227081836,,
,ROCE con goodwill( EBIT / Capital empleado),0.36006782099368023,0.2865157944365865,0.27145449831475243,0.24790419161676647,0.20408899579073958,0.13660342434058306,0.09935136845435848,0.09621008284358848,0.09671886930064469,0.09671886930064466,0.09671886930064465,0.09671886930064469,0.09671886930064467,,


==================================================
PÁGINA: 4. VALORACIÓN
==================================================
2026-07-07,,,,,,,,,,,,,,,,,,
,CellImage,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,,,,
,"Valuation  ( millons ,except EPS )",,,,,,,,,,,,,,Cotización actual,,157.4,EUR
,Market cap,,,,,,,,2702.5580000000004,2783.6347400000004,2867.1437822000007,2953.158095666001,3041.752838535981,3133.00542369206,,,,
,Net DEBT  (-) si es caja neta ,-17.950000000000003,-44.75,48.900000000000006,141.5,97.6,222.5,389.5,495.3,500,700,850,1000,1200, Dividend yield ,,0.003,
,Deuda neta /EBITDA,-0.20799536500579377,-0.5209545983701979,0.3480427046263346,0.7632146709816613,0.431858407079646,1.0495283018867925,1.437269372693727,1.6846938775510205,1.4881875527202812,1.8275987489547314,1.9466903967562925,2.0089684177051526,2.114703597584371,,,,
,Deuda neta/equity,-0.08443879951077242,-0.17422620206346115,0.14519002375296913,0.3194130925507901,0.13298814552391333,0.25932400932400934,0.4452955298959643,0.5401308615049073,0.47829497407641236,0.5873797927254187,0.6256551676899823,0.6456709676883202,0.6796536501982318,,,,
,Enterprise Value ( EV ),,,,,,,,,3283.6347400000004,3567.1437822000007,3803.158095666001,4041.752838535981,4333.0054236920605,,1.Recompra,0,
,EBITDA,86.3,85.9,140.5,185.4,226,212,271,294,335.97915738916254,383.0162394236453,436.6385129429557,497.76790475496944,567.4554114206652,,2.Dividendos,8.107674000000001,
,EBIT,70.08,60.77000000000001,104.7,144.9,169.7,147.6,125.6,135.8775,155.71950738916257,177.5202384236453,202.37307180295565,230.70530185536947,263.0040441151212,3.M&A,,211.66686915517238,
,Net income,63.68999999999999,44.33000000000001,76.8,108.30000000000003,117.19999999999999,97.6,56.2,63.9775,90.1728206896552,102.79701558620688,117.18859776827586,133.59500145583448,152.29830165965132,,,219.77454315517238,
,FCF,51.730000000000004,41.50999999999999,76.6,111.10000000000001,117.70000000000002,97.10000000000004,137.59999999999997,160.9,200.6644706896551,228.75749658620686,260.78354610827586,297.29324256343443,338.9142965223153,,,-19.110072465517277,
,,,,,,,,,,,,,,,,,,
,,3 YEARS,5 YEARS,,,,,,,,,,,,,,,Rerating
,CAGR  by PER,0.03997509664851584,0.06735877918090283,,,PER+caja,,,104.70400407687826,143.27633213152941,158.57768799023637,175.51316923191212,194.2572941013396,215.00321871410407,Multiple PER,,28.1,20
,CAGR  by  P/FCF,0.2117630104777103,0.16989491585190108,,,P/FCF +caja,,,187.41991846243445,226.9305468328198,251.16584795088795,277.98938511069156,307.6775718700857,340.5363416814542,Multiple P/FCF,,20,22
,CAGR by EV/EBITDA,0.41532697957187537,0.28184785720585726,,,EV/EBITDA,,,330.7338380896913,370.68279541378973,403.13355924690427,443.4151163811401,489.16598795490046,538.3926577829184,Multiple EV/EBITDA,,21,14
,CAGR  by EV/EBIT,0.12840450388359892,0.11699976227930164,,,EV/EBIT,,,168.99461269656373,191.8557251431467,205.2084523454159,224.35237670376452,246.70819840906745,270.0413178972391,Multiple EV/EBIT,,25,
,,,,,,Free cashflow yield,,,0.05953618756748236,0.07208721309810032,0.07978584750663531,0.0883066661723925,0.09773747518109459,0.10817545796742507,,,,
,,,,,,FCF/EBITDA,,,0.5472789115646258,,,,,,,,,
,,,,,,LTM P/E,,,44.896283577445644,,,,,,,,,
,,,,,,NTM P/E,,,35.51991426134414,,,,,,,,,


