==================================================
PÁGINA: 1.INCOME STATEMENT
==================================================
,,,,,,,,,,,,,,,,
,CellImage,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,,
,"Income Statement (millons ,excepto EPS)",,,,,,,,,,,,,,,
,Sales,579.52,659.09,920.2,1324.8,1475.6,1567,1800,2101.477832512315,2395.6847290640394,2731.080591133005,3113.4318738916254,3549.312336236453,4046.2160633095564,,
,    Y/Y Growth %,,0.13730328547763676,0.3961674429895765,0.4396870245598782,0.1138285024154589,0.06194090539441589,0.14869176770899808,0.167487684729064,0.14,0.14,0.14,0.14,0.14,CRECIMIENTO,0.14
,EBITDA,86.3,85.9,140.5,185.4,226,212,271,294,335.97915738916254,383.0162394236453,436.6385129429557,497.76790475496944,567.4554114206652,,
,    EBITDA margin %,0.14891634456101602,0.1303312142499507,0.15268419908715497,0.13994565217391305,0.1531580374085118,0.13529036375239312,0.15055555555555555,0.139901547116737,0.1402434774964838,0.1402434774964838,0.14024347749648383,0.14024347749648383,0.14024347749648383,,
,Depreciation & Amortization Expense,16.22,25.13,35.8,40.5,56.3,64.4,145.4,158.1225,180.25965,205.496001,234.26544114,267.0626028996,304.451367305544,,
,EBIT ,70.08,60.77000000000001,104.7,144.9,169.7,147.6,125.6,135.8775,155.71950738916257,177.5202384236453,202.37307180295565,230.70530185536947,263.0040441151212,,
,    EBIT margin %,0.12092766427388184,0.09220288579708387,0.11377961312758096,0.10937500000000001,0.11500406614258607,0.09419272495213785,0.06977777777777777,0.06465806962025317,0.065,0.065,0.065,0.065,0.065,MARGEN EBIT,0.065
,Interest expense/ Income (introducir en negativo si es un ingreso) ,2.76,3.39,4.4,8.7,17,27.1,32.6,34,38.76,44.1864,50.372496,57.42464544,65.4640958016,,
,,,,,,,,,,,,,,,,
,Pretax Income,67.32,57.38000000000001,100.3,136.20000000000002,152.7,120.5,93,101.8775,116.95950738916258,133.33383842364532,152.00057580295567,173.28065641536946,197.5399483135212,,
,Income Taxes,3.63,12.68,23.2,27.8,35.4,22.7,36.9,38,26.900686699507396,30.666782837438426,34.96013243467981,39.85455097553498,45.43418811210988,,
,   tax rate,0.05392156862745098,0.22098292087835478,0.2313060817547358,0.2041116005873715,0.2318271119842829,0.1883817427385892,0.39677419354838706,0.3729969816691615,0.23,0.23,0.23,0.23,0.23,TAX RATE,0.23
,Consolidated Net Income,63.68999999999999,44.70000000000001,77.1,108.40000000000002,117.29999999999998,97.8,56.1,63.8775,90.05882068965519,102.66705558620689,117.04044336827586,133.4261054398345,152.10576020141133,,
,Minority Interest,,0.37,0.3,0.1,0.1,0.2,-0.1,-0.1,-0.11400000000000002,-0.12996000000000005,-0.14815440000000007,-0.1688960160000001,-0.19254145824000013,,
,Net Income,63.68999999999999,44.33000000000001,76.8,108.30000000000003,117.19999999999999,97.6,56.2,63.9775,90.1728206896552,102.79701558620688,117.18859776827586,133.59500145583448,152.29830165965132,,
,    Margen beneficio neto %,0.10990129762562119,0.0672594031164181,0.08346011736579004,0.08174818840579712,0.07942531851450257,0.06228462029355456,0.031222222222222224,0.03044405180496953,0.03763968588842007,0.03763968588842006,0.037639685888420066,0.037639685888420066,0.03763968588842007,,
,Net income per share ( EPS ),4.151890482398956,2.7330456226880404,4.711656441717791,6.664615384615386,7.04326923076923,5.687645687645687,3.273150844496214,3.726121141525917,5.098801855214569,5.64333409217923,6.24602025736342,6.913070964460483,7.651360096587332,,
,Fully diluted shares  (millions),15.34,16.22,16.3,16.25,16.64,17.16,17.17,17.17,17.685100000000002,18.215653000000003,18.762122590000004,19.324986267700005,19.904735855731005,SHARES REPOURCHASE,0.03
,,,0.05736636245110815,0.004932182490752272,-0.0030674846625767306,0.024000000000000035,0.031249999999999972,0.0005827505827506738,0,-0.5151000000000003,,,,,,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Concepto / Adquisición,Ventas Anualizadas (100%),Ventas Reales 2026 (Prorrateadas),EBITDA Real 2026 (Prorrateado),Precio Compra (Est.),Múltiplo (EV/EBITDA),,,,,,,,,,
,Base Operativa 2025,"1.800,0 MSEK","1.702,8 MSEK (-5,4% organic)*","271,0 MSEK",---,---,,,,,,,,,,
,Birkett Bogmatz,"~45,0 MSEK","45,0 MSEK (12m)","14,0 MSEK","~91,0",6.5x,,,,,,,,,,
,HT Servo,"~20,0 MSEK","20,0 MSEK (12m)","6,5 MSEK","~35,8",5.5x,,,,,,,,,,
,Cambs Compressor,"~28,0 MSEK","23,3 MSEK (10m)","7,5 MSEK","~54,0",6.0x,,,,,,,,,,
,Powerair Ltd,"~32,0 MSEK","21,3 MSEK (8m)","5,7 MSEK","~51,0",6.0x,,,,,,,,,,
,Mejora Orgánica,---,---,"18,0 MSEK",---,---,,,,,,,,,,
,Pipeline Q3-Q4,"~120,0 MSEK","30,0 MSEK (3m)","10,0 MSEK","~240,0",6.0x,,,,,,,,,,
,TOTAL ESTIMADO 2026,~2.045 MSEK,"~1.842,4 MSEK","~332,7 MSEK","~471,8",6.1x,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Weighted Average Diluted Shares Outstanding,15.34,16.22,16.3,16.25,16.64,17.16,17.17,17.17,,,,,,,


==================================================
PÁGINA: 2.FLUJOS DE CAJA
==================================================
,,,,,,,,,,,,,,
,CellImage,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
,"Cash flow Statement (millones ,excepto EPS)",,,,,,,,,,,,,
,EBITDA,86.3,85.9,140.5,185.4,226,212,271,294,335.97915738916254,383.0162394236453,436.6385129429557,497.76790475496944,567.4554114206652
,Capex (introducir manual),4.18,2.95,5.6,7,8.7,13.2,10.8,7.200000000000001,8.208000000000002,9.357120000000002,10.667116800000002,12.160513152000004,13.862984993280005
,Ajuste leases,24,25,30.4,30.7,47.1,51.7,53.2,54,61.56,70.17840000000001,80.00337600000002,91.20384864000002,103.97238744960002
,Intereses,2.76,3.39,4.4,8.7,17,27.1,32.6,34,38.76,44.1864,50.372496,57.42464544,65.4640958016
,Tasas,3.63,12.68,23.2,27.8,35.4,22.7,36.9,38,26.900686699507396,30.666782837438426,34.96013243467981,39.85455097553498,45.43418811210988
,Minoritarios (si procede),,0.37,0.3,0.1,0.1,0.2,-0.1,-0.1,-0.11400000000000002,-0.12996000000000005,-0.14815440000000007,-0.1688960160000001,-0.19254145824000013
,Flujo de caja libre,51.730000000000004,41.50999999999999,76.6,111.10000000000001,117.70000000000002,97.10000000000004,137.59999999999997,160.9,200.6644706896551,228.75749658620686,260.78354610827586,297.29324256343443,338.9142965223153
,Flujo de caja libre por accion,3.372229465449805,2.5591861898890254,4.699386503067484,6.836923076923077,7.073317307692308,5.658508158508161,8.01397786837507,9.370995923121724,11.346527341640991,12.558292397544399,13.899469255534578,15.383878593504289,17.026817084072707


==================================================
PÁGINA: 3.RETORNOS CAPITAL
==================================================
,,,,,,,,,,,,,,,,
,CellImage,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,,
,"Retornos capital (millones ,excepto EPS)",,,,,,,,,,,,,,,
,EBIT,70.08,60.77000000000001,104.7,144.9,169.7,147.6,125.6,135.8775,155.71950738916257,177.5202384236453,202.37307180295565,230.70530185536947,263.0040441151212,CRECIMIENTO,0.14
,Interest,2.76,3.39,4.4,8.7,17,27.1,32.6,34,38.76,44.1864,50.372496,57.42464544,65.4640958016,,
,Tasas,3.63,12.68,23.2,27.8,35.4,22.7,36.9,38,26.900686699507396,30.666782837438426,34.96013243467981,39.85455097553498,45.43418811210988,,
,Net income,63.68999999999999,44.33000000000001,76.8,108.30000000000003,117.19999999999999,97.6,56.2,63.9775,90.1728206896552,102.79701558620688,117.18859776827586,133.59500145583448,152.29830165965132,,
,(+) Cash and cash equivalents,89.7,120.35,85.8,47.3,199.8,196,209.5,176.7,201.438,229.63932,261.7888248,298.43926027199996,340.22075671007997,,
,(+) Deuda financiera total ,57.38,56.61,105.5,124.5,192.3,302.3,496,513,584.82,666.6948000000001,760.0320720000001,866.4365620800002,987.7376807712002,,
,(+) Deuda leases,14.37,18.99,29.2,64.3,105.1,116.2,103,159,181.26,206.63639999999998,235.565496,268.54466544,306.1409186016,,
,(+) Goodwill ,134.25,188.67,312.4,472.5,608.7,731.3,987.2,1022,1165.08,1328.1912,1514.137968,1726.11728352,1967.7737032128,,
,(+) Equity,212.58,256.85,336.8,443,733.9,858,874.7,917,1045.38,1191.7332000000001,1358.5758480000002,1548.7764667200001,1765.6051720608002,,
