,Deuda neta /EBITDA,6.5796798886569245,7.0048407643312105,11.391509433962264,7.797846474470302,7.056612674948892,6.583781362007168,5.760753789430561,5.341552928855688,5.730071596244236,5.730071596244236,5.730071596244235,5.730071596244235,5.730071596244236,,,,,,
,Enterprise Value ( EV ),,,,,79592.84,73627.32,69002.508,66535.92,67313.66315762773,68160.66810423964,69078.21947243574,70067.67774431688,71130.48106900463,,,,,,
,EBITDA,4311,3925,4240,5758,6359,6696,7323,7780.883303706915,7507.178449252744,7769.92969497659,8041.877234300771,8323.342937501298,8614.659940313843,,,,,Recompra,1842.587999999999
,EBIT,2635,2280,2500,3368,3879,4116,4676,5214.217142857143,4850.678972773229,5020.452736820293,5196.168582609003,5378.034483000318,5566.265689905329,,,,,Dividendos,299.68704
,Net income,1152,936,1111,1572,1771,1796,2141,2675.7972982881925,2590.521501607042,2681.189754163289,2775.0313955590045,2872.1574944035688,2972.6830067076935,,,,,M&A,
,FCF,-127,1869,1858,1762,141,435,1586,4470.463459137965,4448.000978086557,4603.6810123195855,4764.809847750773,4931.57819242205,5104.183429156819,,,,,,2142.275039999999
,Book Value/Share,68.48529411764706,69.79527559055119,111.7248322147651,67.5,72.75438596491227,88.57731958762886,104.0488358886996,112.17682926829268,112.865977189999,120.07084877192973,127.73564792286318,135.88973441227245,144.56434220922554,,,,,,-4335.135000896557
,Debt/Equity,3.0454155035430537,3.101759927797834,2.901423679942332,2.771604938271605,2.7051482999758862,2.565467877094972,2.3023522348960324,2.259172691199652,2.259172691199652,2.2591726911996517,2.2591726911996517,2.2591726911996513,2.2591726911996513,,,,,,
,,3 YEARS,5 YEARS,,,,,,,,,,,,,,,,,
,CAGR  by PER,0.07661989980395044,0.07630612544172787,Price target  PER+caja,,,,,,162.35943752606977,172.72375569008682,183.7496867091479,195.47946506149196,207.95802129019185,,Multiple PER,,10,,
,CAGR  by  P/Book,-0.014459602628724155,0.02070041682481859,Price target  P/Book value,,,,,,124.15257490899891,132.0779336491227,140.50921271514952,149.4787078534997,159.02077643014812,,Multiple P/Book,,1.1,,
,Free cashflow yield,,,,,,,,0.1790052766701409,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,LTM P/E,,,10.653446340138956,,,,,,,,,,,
,,,,,,NTM P/E,,,9.35680101776249,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Recompras estimación,721.7327382050232,746.9933840421965,773.138152483675,800.1979878206034,828.2049173943265,,,,,,,,,,,,,,
,Dividendos estimación,310.86258019284503,321.7427704995947,333.00376746708054,344.6588993284283,356.72196080492324,,,,,,,,,,,,,,
,Suma Rec+Div,1032.5953183978681,1068.7361545417912,1106.1419199507554,1144.8568871490318,1184.9268781992496,,,,,,,,,,,,,,
,Coef. Reducción BV,0.9457696017756588,0.9457696017756588,0.9457696017756588,0.9457696017756588,0.9457696017756587,,,,,,,,,,,,,,
,Book value ajustado,18008.299681602133,18638.59017045821,19290.94082642425,19966.123755349097,20664.938086786315,,,,,,,,,,,,,,


