==================================================
PÁGINA: 1.INCOME STATEMENT
==================================================
,,,,,,,,,,,,,,,,
,CellImage,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,,
,"Income Statement (millons ,excepto EPS)",,,,,,,,,,,,,,,
,Sales,4937,4493,5224,7013,7580,7997,8517,9189.502648050071,9511.135240731823,9844.024974157437,10188.565848252947,10545.1656529418,10914.246450794762,,
,    Y/Y Growth %,#VALUE!,-0.08993315778813045,0.16269752949031827,0.34245788667687593,0.08084985027805504,0.055013192612137204,0.06502438414405402,0.07896003851709181,0.03499999999999991,0.035000000000000066,0.03499999999999996,0.03499999999999995,0.03499999999999999,CRECIMIENTO,0.035
,EBITDA,4311,3925,4240,5758,6359,6696,7323,7780.883303706915,7507.178449252744,7769.92969497659,8041.877234300771,8323.342937501298,8614.659940313843,,
,    EBITDA margin %,0.8732023496050233,0.8735811261963053,0.8116385911179173,0.8210466276914302,0.8389182058047493,0.8373139927472802,0.8598097921803451,0.8467143001866317,0.7893041429064059,0.7893041429064059,0.7893041429064059,0.789304142906406,0.7893041429064059,,
,Depreciation & Amortization Expense,1676,1645,1740,2390,2480,2580,2647,2566.6661608497725,2656.4994764795147,2749.4769581562978,2845.7086516917684,2945.30845450098,3048.3942504085144,,
,EBIT ,2635,2280,2500,3368,3879,4116,4676,5214.217142857143,4850.678972773229,5020.452736820293,5196.168582609003,5378.034483000318,5566.265689905329,,
,    EBIT margin %,0.5337249341705489,0.5074560427331405,0.4785604900459418,0.4802509624982176,0.5117414248021108,0.5146930098787045,0.5490196078431373,0.5674101572802258,0.51,0.51,0.51,0.51,0.51,MARGEN EBIT,0.51
,Interest expense/ Income (introducir en negativo si es un ingreso) ,1295,1248,1230,1591,1806,1990,1982,1840.1471172962226,1904.5522664015905,1971.2115957256462,2040.204001576044,2111.6111416312056,2185.517531588298,,
,Ingresos/gasto extra (-) si es ingreso,,,,,,,,,,,,,,,
,Pretax Income,1340,1032,1270,1777,2073,2126,2694,3374.07002556092,2946.1267063716386,3049.241141094646,3155.9645810329594,3266.423341369112,3380.748158317031,,
,Income Taxes,167,92,150,200,290,323,555,696.2727272727274,353.53520476459664,365.9089369313575,378.7157497239551,391.97080096429346,405.6897789980437,,
,   tax rate,0.12462686567164179,0.08914728682170543,0.11811023622047244,0.11254924029262803,0.13989387361312108,0.15192850423330198,0.20601336302895323,0.20635989235492408,0.12,0.12,0.12,0.12,0.12,TAX RATE,0.12
,Consolidated Net Income,1173,940,1120,1577,1783,1803,2139,2677.7972982881925,2592.591501607042,2683.3322041632887,2777.2488313090043,2874.4525404048186,2975.058379318987,,
,Minority Interest,21,4,9,5,12,7,-2,2,2.07,2.1424499999999997,2.2174357499999995,2.2950460012499994,2.375372611293749,,
,Net Income,1152,936,1111,1572,1771,1796,2141,2675.7972982881925,2590.521501607042,2681.189754163289,2775.0313955590045,2872.1574944035688,2972.6830067076935,,
,    Margen beneficio neto %,0.233340085071906,0.20832405964834186,0.21267228177641653,0.2241551404534436,0.2336411609498681,0.2245842190821558,0.25137959375366914,0.2911797733532372,0.2723672238948962,0.27236722389489626,0.2723672238948963,0.27236722389489626,0.2723672238948962,,
,Net income per share ( EPS ),8.470588235294118,7.3700787401574805,7.456375838926174,6.55,7.767543859649122,9.257731958762887,12.15786484951732,16.3158371846841,16.23594375260698,17.27237556900868,18.374968670914793,19.547946506149195,20.795802129019183,SHARES DILUTION,0.027105349996006778
,Fully diluted shares  (millions),136,127,149,240,228,194,176.1,164,159.55472260065488,155.22993600104837,151.02237425588223,146.92885994444862,142.94630177114007,,12.099999999999994
,,,9,-22,-91,12,34,17.900000000000006,12.099999999999994,4.445277399345116,4.324786599606512,4.207561745166146,4.0935143114336086,3.982558173308547,,
,,#VALUE!,-0.06617647058823528,0.17322834645669283,0.6107382550335569,-0.050000000000000044,-0.14912280701754388,-0.09226804123711341,-0.0687109596819988,-0.027105349996006778,-0.027105349996006667,-0.027105349996006778,-0.027105349996006778,-0.027105349996006778,,


==================================================
PÁGINA: 2.FLUJOS DE CAJA
==================================================
,,,,,,,,,,,,,,
,CellImage,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
,"Cash flow Statement (millones ,excepto EPS)",,,,,,,,,,,,,
,EBITDA,4311,3925,4240,5758,6359,6696,7323,7780.883303706915,7507.178449252744,7769.92969497659,8041.877234300771,8323.342937501298,8614.659940313843
,Capex (introducir manual),2955,712,993,2200,4110,3941,3202,772,799.02,826.9857,855.9301995,885.8877564825,916.8938279593875
,Intereses,1295,1248,1230,1591,1806,1990,1982,1840.1471172962226,1904.5522664015905,1971.2115957256462,2040.204001576044,2111.6111416312056,2185.517531588298
,Tasas,167,92,150,200,290,323,555,696.2727272727274,353.53520476459664,365.9089369313575,378.7157497239551,391.97080096429346,405.6897789980437
,Minoritarios (si procede),21,4,9,5,12,7,-2,2,2.07,2.1424499999999997,2.2174357499999995,2.2950460012499994,2.375372611293749
,Flujo de caja libre,-127,1869,1858,1762,141,435,1586,4470.463459137965,4448.000978086557,4603.6810123195855,4764.809847750773,4931.57819242205,5104.183429156819
,Flujo de caja libre por accion,-0.9338235294117647,14.716535433070867,12.46979865771812,7.341666666666667,0.618421052631579,2.2422680412371134,9.006246450880182,27.258923531329057,27.877588990075434,29.65717264927877,31.550357165472693,33.564394321759515,35.70699882343735


==================================================
PÁGINA: 3.RETORNOS CAPITAL
==================================================
,,,,,,,,,,,,,,,,
,CellImage,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,,
,"Retornos capital (millones ,excepto EPS)",,,,,,,,,,,,,,,
,EBIT,2635,2280,2500,3368,3879,4116,4676,5214.217142857143,4850.678972773229,5020.452736820293,5196.168582609003,5378.034483000318,5566.265689905329,CRECIMIENTO,0.035
,Interest,1295,1248,1230,1591,1806,1990,1982,1840.1471172962226,1904.5522664015905,1971.2115957256462,2040.204001576044,2111.6111416312056,2185.517531588298,,
,Tasas,167,92,150,200,290,323,555,696.2727272727274,353.53520476459664,365.9089369313575,378.7157497239551,391.97080096429346,405.6897789980437,,
,Net income,1152,936,1111,1572,1771,1796,2141,2675.7972982881925,2590.521501607042,2681.189754163289,2775.0313955590045,2872.1574944035688,2972.6830067076935,,
,(+) Cash and cash equivalents,1121,1248,1700,1600,1627,1209,1379,1479,1530.765,1584.341775,1639.793737125,1697.186517924375,1756.5880460517283,,
,(+) Deuda total ,29486,28742,50000,46500,46500,45294,43565,43041,44547.435,46106.595225,47720.326057875,49390.53746990062,51119.20628134714,,
,(+) Goodwill ,58,0,0,0,0,0,0,0,0,0,0,0,0,,
,(+) Equity,9314,8864,16647,16200,16588,17184,18323,18397,19040.895,19707.326325,20397.082746375003,21110.98064249813,21849.864964985565,,
,Equity ajustada,,,,,,,,,18008.299681602133,18638.59017045821,19290.94082642425,19966.123755349097,20664.938086786315,,
,Capital empleado con goodwill,37679,36358,64947,61100,61461,61269,60509,59959,62057.565,64229.579775,66477.615067125,68804.33159447437,71212.48320028099,,
,Capital empleado sin goodwill,37621,36358,64947,61100,61461,61269,60509,59959,62057.565,64229.579775,66477.615067125,68804.33159447438,71212.48320028099,,
,,,,,,,,,,,,,,,,
,ROE ( net income / equity ),0.1236847756066137,0.1055956678700361,0.0667387517270379,0.09703703703703703,0.10676392572944297,0.10451582867783984,0.1168476777820226,0.14544748047443565,0.1438515322050978,0.14385153220509783,0.14385153220509783,0.1438515322050978,0.1438515322050978,,
,ROCE sin goodwill (EBIT / Capital empleado),,,,,,,,,0.07816418470130482,0.07816418470130482,0.07816418470130482,0.07816418470130482,0.07816418470130482,,
,ROCE con goodwill( EBIT / Capital empleado),,,,,,,,,0.07816418470130482,0.07816418470130482,0.07816418470130482,0.07816418470130483,0.07816418470130482,,


==================================================
PÁGINA: 4. VALORACIÓN
==================================================
2026-07-07,,,,,,,,,,,,,,,,,,,,
,CellImage,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,,,,,,
,"Valuation  ( millons ,except EPS )",,,,,,,,,,,,,,,Cotización actual,,152.28,,
,Market cap,,,,,34719.840000000004,29542.32,26816.507999999998,24973.920000000002,24296.993157627727,23638.414654239645,22997.687151685746,22374.326792340635,21767.86283370921,,,,,,
,Net DEBT  (-) si es caja neta ,28365,27494,48300,44900,44873,44085,42186,41562,43016.67,44522.25345,46080.53232075,47693.350951976245,49362.61823529541,, Dividend yield ,,0.012,,
